template_id,template_title,device_type,section_id,section_title,question_id,question,input_type,input_options,requires_photo_on_fail,required,display_order
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,c_master_control_panel_checks,C. Master Control Panel Checks,fire_alarm_control_panel_q0008,Scroll/check panel display status,text,20-35 scroll / remark,False,False,8
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,d_panel_function_test,D. Panel Function Test,fire_alarm_control_panel_q0009,Check control panel settings,status,Pass / Fail / N/A,True,False,9
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,d_panel_function_test,D. Panel Function Test,fire_alarm_control_panel_q0010,Test mimic panel indication,status,Pass / Fail / N/A,True,False,10
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,d_panel_function_test,D. Panel Function Test,fire_alarm_control_panel_q0011,Test mimic bulbs / LEDs,boolean_status,Yes / No / N/A,True,False,11
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,d_panel_function_test,D. Panel Function Test,fire_alarm_control_panel_q0012,Test buzzer / sounder on panel,status,Pass / Fail / N/A,True,False,12
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,d_panel_function_test,D. Panel Function Test,fire_alarm_control_panel_q0013,Check panel acknowledge / silence / reset function,status,Pass / Fail / N/A,True,False,13
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,d_panel_function_test,D. Panel Function Test,fire_alarm_control_panel_q0014,Check zone indication correct on mimic,status,Pass / Fail / N/A,True,False,14
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,e_field_device_test,E. Field Device Test,fire_alarm_control_panel_q0015,Check and test manual break glass / manual call point,status,Pass / Fail / N/A,True,False,15
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,e_field_device_test,E. Field Device Test,fire_alarm_control_panel_q0016,Check and test smoke detectors,status,Pass / Fail / N/A,True,False,16
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,e_field_device_test,E. Field Device Test,fire_alarm_control_panel_q0017,Check and test heat detectors,status,Pass / Fail / N/A,True,False,17
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,e_field_device_test,E. Field Device Test,fire_alarm_control_panel_q0018,Check and test fire alarm bells / sounders,status,Pass / Fail / N/A,True,False,18
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,e_field_device_test,E. Field Device Test,fire_alarm_control_panel_q0019,Check and test fire fighting pump indication,status,Pass / Fail / N/A,True,False,19
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,e_field_device_test,E. Field Device Test,fire_alarm_control_panel_q0020,Check and test gas release system indication,status,Pass / Fail / N/A,True,False,20
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,f_alarm_mode_interface_test,F. Alarm Mode Interface Test,fire_alarm_control_panel_q0021,Air-con shutdown works in alarm mode,status,Pass / Fail / N/A,True,False,21
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,f_alarm_mode_interface_test,F. Alarm Mode Interface Test,fire_alarm_control_panel_q0022,Lift homing / lift interface works in alarm mode,status,Pass / Fail / N/A,True,False,22
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,f_alarm_mode_interface_test,F. Alarm Mode Interface Test,fire_alarm_control_panel_q0023,Roller shutter interface works in alarm mode,status,Pass / Fail / N/A,True,False,23
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,f_alarm_mode_interface_test,F. Alarm Mode Interface Test,fire_alarm_control_panel_q0024,Smoke spill fan starts / indicates correctly in alarm mode,status,Pass / Fail / N/A,True,False,24
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,f_alarm_mode_interface_test,F. Alarm Mode Interface Test,fire_alarm_control_panel_q0025,Pressurizing fan starts / indicates correctly in alarm mode,status,Pass / Fail / N/A,True,False,25
fire_alarm_control_panel,Fire Alarm Control Panel Checklist,FAP,f_alarm_mode_interface_test,F. Alarm Mode Interface Test,fire_alarm_control_panel_q0026,Other fire alarm interfaces,text,Remark,False,False,26
fireman_intercom_system,Fireman Intercom System Checklist,FI,c_master_control_panel_checks,C. Master Control Panel Checks,fireman_intercom_system_q0001,Check power supply of master control panel,status,Pass / Fail / N/A,True,False,1
fireman_intercom_system,Fireman Intercom System Checklist,FI,c_master_control_panel_checks,C. Master Control Panel Checks,fireman_intercom_system_q0002,Check standby battery condition,status,Pass / Fail / N/A,True,False,2
fireman_intercom_system,Fireman Intercom System Checklist,FI,c_master_control_panel_checks,C. Master Control Panel Checks,fireman_intercom_system_q0003,Check battery charger condition,status,Pass / Fail / N/A,True,False,3
fireman_intercom_system,Fireman Intercom System Checklist,FI,c_master_control_panel_checks,C. Master Control Panel Checks,fireman_intercom_system_q0004,Record battery voltage,number,Number / V,False,False,4
fireman_intercom_system,Fireman Intercom System Checklist,FI,c_master_control_panel_checks,C. Master Control Panel Checks,fireman_intercom_system_q0005,Record charger voltage,number,Number / V,False,False,5
fireman_intercom_system,Fireman Intercom System Checklist,FI,c_master_control_panel_checks,C. Master Control Panel Checks,fireman_intercom_system_q0006,Check control panel setting / master intercom set,status,Pass / Fail / N/A,True,False,6
fireman_intercom_system,Fireman Intercom System Checklist,FI,c_master_control_panel_checks,C. Master Control Panel Checks,fireman_intercom_system_q0007,Check panel control operation,status,Pass / Fail / N/A,True,False,7
fireman_intercom_system,Fireman Intercom System Checklist,FI,c_master_control_panel_checks,C. Master Control Panel Checks,fireman_intercom_system_q0008,Check CPU operation,status,Pass / Fail / N/A,True,False,8
fireman_intercom_system,Fireman Intercom System Checklist,FI,c_master_control_panel_checks,C. Master Control Panel Checks,fireman_intercom_system_q0009,Check panel indicators / fault display,status,Pass / Fail / N/A,True,False,9
fireman_intercom_system,Fireman Intercom System Checklist,FI,d_communication_test,D. Communication Test,fireman_intercom_system_q0010,Test speech from master to slave handset,status,Pass / Fail / N/A,True,False,10
fireman_intercom_system,Fireman Intercom System Checklist,FI,d_communication_test,D. Communication Test,fireman_intercom_system_q0011,Test speech from slave to master handset,status,Pass / Fail / N/A,True,False,11
fireman_intercom_system,Fireman Intercom System Checklist,FI,d_communication_test,D. Communication Test,fireman_intercom_system_q0012,Check call tone / call indication,status,Pass / Fail / N/A,True,False,12
fireman_intercom_system,Fireman Intercom System Checklist,FI,d_communication_test,D. Communication Test,fireman_intercom_system_q0013,Check handset audio clarity,status,Pass / Fail / N/A,True,False,13
fireman_intercom_system,Fireman Intercom System Checklist,FI,d_communication_test,D. Communication Test,fireman_intercom_system_q0014,Check handset hook / cradle condition,status,Pass / Fail / N/A,True,False,14
fireman_intercom_system,Fireman Intercom System Checklist,FI,e_quantity_summary,E. Quantity Summary,fireman_intercom_system_q0015,Master,text,Text,False,False,15
fireman_intercom_system,Fireman Intercom System Checklist,FI,e_quantity_summary,E. Quantity Summary,fireman_intercom_system_q0016,Slave,text,Text,False,False,16
gas_release_system,Gas Release System Checklist,GAS,c_master_control_panel_checks,C. Master Control Panel Checks,gas_release_system_q0001,Check power supply of master control panel,status,Pass / Fail / N/A,True,False,1
gas_release_system,Gas Release System Checklist,GAS,c_master_control_panel_checks,C. Master Control Panel Checks,gas_release_system_q0002,Check standby battery condition,status,Pass / Fail / N/A,True,False,2
gas_release_system,Gas Release System Checklist,GAS,c_master_control_panel_checks,C. Master Control Panel Checks,gas_release_system_q0003,Check battery charger condition,status,Pass / Fail / N/A,True,False,3
gas_release_system,Gas Release System Checklist,GAS,c_master_control_panel_checks,C. Master Control Panel Checks,gas_release_system_q0004,Record battery voltage,number,Number / V,False,False,4
gas_release_system,Gas Release System Checklist,GAS,c_master_control_panel_checks,C. Master Control Panel Checks,gas_release_system_q0005,Record charger voltage,number,Number / V,False,False,5
gas_release_system,Gas Release System Checklist,GAS,c_master_control_panel_checks,C. Master Control Panel Checks,gas_release_system_q0006,Check control panel setting,status,Pass / Fail / N/A,True,False,6
gas_release_system,Gas Release System Checklist,GAS,c_master_control_panel_checks,C. Master Control Panel Checks,gas_release_system_q0007,Test panel bulbs / LEDs,status,Pass / Fail / N/A,True,False,7
gas_release_system,Gas Release System Checklist,GAS,c_master_control_panel_checks,C. Master Control Panel Checks,gas_release_system_q0008,Check panel control operation,status,Pass / Fail / N/A,True,False,8
gas_release_system,Gas Release System Checklist,GAS,c_master_control_panel_checks,C. Master Control Panel Checks,gas_release_system_q0009,Check CPU operation,status,Pass / Fail / N/A,True,False,9
gas_release_system,Gas Release System Checklist,GAS,d_isolation_confirmation,D. Isolation Confirmation,gas_release_system_q0010,Gas discharge switch isolated,boolean_status,Yes / No,True,False,10
gas_release_system,Gas Release System Checklist,GAS,d_isolation_confirmation,D. Isolation Confirmation,gas_release_system_q0011,Discharge cable removed,boolean_status,Yes / No,True,False,11
gas_release_system,Gas Release System Checklist,GAS,d_isolation_confirmation,D. Isolation Confirmation,gas_release_system_q0012,Discharge cable not short circuited,boolean_status,Yes / No,True,False,12
gas_release_system,Gas Release System Checklist,GAS,d_isolation_confirmation,D. Isolation Confirmation,gas_release_system_q0013,Pyrocharge / solenoid head removed,boolean_status,Yes / No,True,False,13
gas_release_system,Gas Release System Checklist,GAS,d_isolation_confirmation,D. Isolation Confirmation,gas_release_system_q0014,Discharge risk confirmed safe before alarm test,boolean_status,Yes / No,True,False,14
gas_release_system,Gas Release System Checklist,GAS,e_test_alarm_discharge_delay_simulation,E. Test Alarm / Discharge Delay Simulation,gas_release_system_q0015,Turn knob to Test Alarm for 2-zone operation,status,Pass / Fail / N/A,True,False,15
gas_release_system,Gas Release System Checklist,GAS,e_test_alarm_discharge_delay_simulation,E. Test Alarm / Discharge Delay Simulation,gas_release_system_q0016,Confirm first zone alarm,status,Pass / Fail / N/A,True,False,16
gas_release_system,Gas Release System Checklist,GAS,e_test_alarm_discharge_delay_simulation,E. Test Alarm / Discharge Delay Simulation,gas_release_system_q0017,Confirm second zone alarm,status,Pass / Fail / N/A,True,False,17
gas_release_system,Gas Release System Checklist,GAS,e_test_alarm_discharge_delay_simulation,E. Test Alarm / Discharge Delay Simulation,gas_release_system_q0018,Time the discharge delay,number,Seconds,False,False,18
gas_release_system,Gas Release System Checklist,GAS,e_test_alarm_discharge_delay_simulation,E. Test Alarm / Discharge Delay Simulation,gas_release_system_q0019,Confirm gas release delay is 20-30 seconds,status,Pass / Fail / N/A,True,False,19
gas_release_system,Gas Release System Checklist,GAS,e_test_alarm_discharge_delay_simulation,E. Test Alarm / Discharge Delay Simulation,gas_release_system_q0020,Confirm panel discharge indication works,status,Pass / Fail / N/A,True,False,20
gas_release_system,Gas Release System Checklist,GAS,f_alarm_interface_device_test,F. Alarm / Interface Device Test,gas_release_system_q0021,"Check all tripping devices, fan / fire curtain",status,Pass / Fail / N/A,True,False,21
gas_release_system,Gas Release System Checklist,GAS,f_alarm_interface_device_test,F. Alarm / Interface Device Test,gas_release_system_q0022,Check alarm bell,status,Pass / Fail / N/A,True,False,22
gas_release_system,Gas Release System Checklist,GAS,f_alarm_interface_device_test,F. Alarm / Interface Device Test,gas_release_system_q0023,Check manual key switch,status,Pass / Fail / N/A,True,False,23
gas_release_system,Gas Release System Checklist,GAS,f_alarm_interface_device_test,F. Alarm / Interface Device Test,gas_release_system_q0024,Check manual puller,status,Pass / Fail / N/A,True,False,24
gas_release_system,Gas Release System Checklist,GAS,f_alarm_interface_device_test,F. Alarm / Interface Device Test,gas_release_system_q0025,Check flashing light indication,status,Pass / Fail / N/A,True,False,25
gas_release_system,Gas Release System Checklist,GAS,f_alarm_interface_device_test,F. Alarm / Interface Device Test,gas_release_system_q0026,Check warning signage / sounder if applicable,status,Pass / Fail / N/A,True,False,26
gas_release_system,Gas Release System Checklist,GAS,g_reset_and_restoration,G. Reset And Restoration,gas_release_system_q0027,Reset panel to normal condition,status,Pass / Fail / N/A,True,False,27
gas_release_system,Gas Release System Checklist,GAS,g_reset_and_restoration,G. Reset And Restoration,gas_release_system_q0028,Wait 10 seconds before reconnecting discharge cable,boolean_status,Yes / No,True,False,28
gas_release_system,Gas Release System Checklist,GAS,g_reset_and_restoration,G. Reset And Restoration,gas_release_system_q0029,Reconnect discharge cable after panel normal,status,Pass / Fail / N/A,True,False,29
gas_release_system,Gas Release System Checklist,GAS,g_reset_and_restoration,G. Reset And Restoration,gas_release_system_q0030,Reinstall pyrocharge / solenoid head,status,Pass / Fail / N/A,True,False,30
gas_release_system,Gas Release System Checklist,GAS,g_reset_and_restoration,G. Reset And Restoration,gas_release_system_q0031,Restore gas discharge switch to normal,status,Pass / Fail / N/A,True,False,31
gas_release_system,Gas Release System Checklist,GAS,g_reset_and_restoration,G. Reset And Restoration,gas_release_system_q0032,Confirm panel normal status after restoration,status,Pass / Fail / N/A,True,False,32
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,c_water_supply_and_tank,C. Water Supply And Tank,hose_reel_system_q0001,Check hose reel water tank condition,status,Pass / Fail / N/A,True,False,1
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,c_water_supply_and_tank,C. Water Supply And Tank,hose_reel_system_q0002,Check incoming water supply,status,Pass / Fail / N/A,True,False,2
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,c_water_supply_and_tank,C. Water Supply And Tank,hose_reel_system_q0003,Check tank water level,status,Pass / Fail / N/A,True,False,3
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,c_water_supply_and_tank,C. Water Supply And Tank,hose_reel_system_q0004,Check tank float valve / make-up water if available,status,Pass / Fail / N/A,True,False,4
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,c_water_supply_and_tank,C. Water Supply And Tank,hose_reel_system_q0005,Check tank leakage / overflow condition,status,Pass / Fail / N/A,True,False,5
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,d_pump_valves_and_pipework,D. Pump Valves And Pipework,hose_reel_system_q0006,Check suction gate valve of duty pump at open position,status,Pass / Fail / N/A,True,False,6
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,d_pump_valves_and_pipework,D. Pump Valves And Pipework,hose_reel_system_q0007,Check delivery gate valve of duty pump at open position,status,Pass / Fail / N/A,True,False,7
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,d_pump_valves_and_pipework,D. Pump Valves And Pipework,hose_reel_system_q0008,Check suction gate valve of standby pump at open position,status,Pass / Fail / N/A,True,False,8
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,d_pump_valves_and_pipework,D. Pump Valves And Pipework,hose_reel_system_q0009,Check delivery gate valve of standby pump at open position,status,Pass / Fail / N/A,True,False,9
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,d_pump_valves_and_pipework,D. Pump Valves And Pipework,hose_reel_system_q0010,Check system piping condition,status,Pass / Fail / N/A,True,False,10
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,d_pump_valves_and_pipework,D. Pump Valves And Pipework,hose_reel_system_q0011,Check valves and fittings condition,status,Pass / Fail / N/A,True,False,11
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,d_pump_valves_and_pipework,D. Pump Valves And Pipework,hose_reel_system_q0012,Check for leakage at pipework / valves / fittings,status,Pass / Fail / N/A,True,False,12
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,e_pump_starter_panel,E. Pump Starter Panel,hose_reel_system_q0013,Check power supply of pump starter panel,status,Pass / Fail / N/A,True,False,13
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,e_pump_starter_panel,E. Pump Starter Panel,hose_reel_system_q0014,Measure phase L1-L2,number,Number / V,False,False,14
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,e_pump_starter_panel,E. Pump Starter Panel,hose_reel_system_q0015,Measure phase L2-L3,number,Number / V,False,False,15
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,e_pump_starter_panel,E. Pump Starter Panel,hose_reel_system_q0016,Measure phase L1-L3,number,Number / V,False,False,16
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,e_pump_starter_panel,E. Pump Starter Panel,hose_reel_system_q0017,Measure phase to neutral if applicable,number,Number / V,False,False,17
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,e_pump_starter_panel,E. Pump Starter Panel,hose_reel_system_q0018,Check pump starter panel setting,status,Pass / Fail / N/A,True,False,18
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,e_pump_starter_panel,E. Pump Starter Panel,hose_reel_system_q0019,Check indicator lamps / selector switch,status,Pass / Fail / N/A,True,False,19
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,e_pump_starter_panel,E. Pump Starter Panel,hose_reel_system_q0020,Check auto / manual selector condition,status,Pass / Fail / N/A,True,False,20
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,f_duty_pump_test,F. Duty Pump Test,hose_reel_system_q0021,Test run duty pump on manual mode,status,Pass / Fail / N/A,True,False,21
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,f_duty_pump_test,F. Duty Pump Test,hose_reel_system_q0022,Duty pump cut-in pressure,number,Number / PSI,False,False,22
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,f_duty_pump_test,F. Duty Pump Test,hose_reel_system_q0023,Duty pump cut-out pressure,number,Number / PSI,False,False,23
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,f_duty_pump_test,F. Duty Pump Test,hose_reel_system_q0024,Record duty pump running pressure,number,Number / bar or psi,False,False,24
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,f_duty_pump_test,F. Duty Pump Test,hose_reel_system_q0025,Record duty pump running current if measured,number,Number / A,False,False,25
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,f_duty_pump_test,F. Duty Pump Test,hose_reel_system_q0026,Test run duty pump on auto mode,status,Pass / Fail / N/A,True,False,26
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,f_duty_pump_test,F. Duty Pump Test,hose_reel_system_q0027,Check duty pump start/stop operation,status,Pass / Fail / N/A,True,False,27
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,f_duty_pump_test,F. Duty Pump Test,hose_reel_system_q0028,Check abnormal noise / vibration / overheating,status,Pass / Fail / N/A,True,False,28
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,hose_reel_system_q0029,Check starting battery condition,status,Pass / Fail / N/A,True,False,29
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,hose_reel_system_q0030,Check battery charger condition,status,Pass / Fail / N/A,True,False,30
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,hose_reel_system_q0031,Record battery voltage,number,Number / V,False,False,31
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,hose_reel_system_q0032,Check diesel engine fuel level,status,Pass / Fail / N/A,True,False,32
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,hose_reel_system_q0033,Check lubrication oil level,status,Pass / Fail / N/A,True,False,33
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,hose_reel_system_q0034,Check coolant level if applicable,status,Pass / Fail / N/A,True,False,34
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,hose_reel_system_q0035,Test run standby pump on manual mode,status,Pass / Fail / N/A,True,False,35
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,hose_reel_system_q0036,Standby pump cut-in pressure,number,Number / PSI,False,False,36
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,hose_reel_system_q0037,Standby pump cut-out pressure,number,Number / PSI,False,False,37
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,hose_reel_system_q0038,Record standby pump running pressure,number,Number / bar or psi,False,False,38
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,hose_reel_system_q0039,Test run standby pump on auto mode,status,Pass / Fail / N/A,True,False,39
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,hose_reel_system_q0040,Check abnormal noise / vibration / overheating,status,Pass / Fail / N/A,True,False,40
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,h_hose_reel_cabinet_hose_nozzle,H. Hose Reel Cabinet / Hose / Nozzle,hose_reel_system_q0041,Check all hose reel cabinet condition,status,Pass / Fail / N/A,True,False,41
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,h_hose_reel_cabinet_hose_nozzle,H. Hose Reel Cabinet / Hose / Nozzle,hose_reel_system_q0042,Check rubber hose condition,status,Pass / Fail / N/A,True,False,42
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,h_hose_reel_cabinet_hose_nozzle,H. Hose Reel Cabinet / Hose / Nozzle,hose_reel_system_q0043,Check hose reel drum condition,status,Pass / Fail / N/A,True,False,43
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,h_hose_reel_cabinet_hose_nozzle,H. Hose Reel Cabinet / Hose / Nozzle,hose_reel_system_q0044,Check nozzle condition,status,Pass / Fail / N/A,True,False,44
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,h_hose_reel_cabinet_hose_nozzle,H. Hose Reel Cabinet / Hose / Nozzle,hose_reel_system_q0045,Check valve condition,status,Pass / Fail / N/A,True,False,45
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,h_hose_reel_cabinet_hose_nozzle,H. Hose Reel Cabinet / Hose / Nozzle,hose_reel_system_q0046,Check signage / label condition,status,Pass / Fail / N/A,True,False,46
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,h_hose_reel_cabinet_hose_nozzle,H. Hose Reel Cabinet / Hose / Nozzle,hose_reel_system_q0047,Check obstruction / accessibility,status,Pass / Fail / N/A,True,False,47
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,i_hose_reel_auto_mode_test,I. Hose Reel Auto Mode Test,hose_reel_system_q0048,Test all hose reel on auto mode operation,status,Pass / Fail / N/A,True,False,48
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,i_hose_reel_auto_mode_test,I. Hose Reel Auto Mode Test,hose_reel_system_q0049,Confirm pump starts automatically when hose reel is opened,status,Pass / Fail / N/A,True,False,49
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,i_hose_reel_auto_mode_test,I. Hose Reel Auto Mode Test,hose_reel_system_q0050,Confirm water discharge at hose reel nozzle,status,Pass / Fail / N/A,True,False,50
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,i_hose_reel_auto_mode_test,I. Hose Reel Auto Mode Test,hose_reel_system_q0051,Confirm pressure is acceptable,status,Pass / Fail / N/A,True,False,51
hose_reel_system,Hose Reel System Checklist,HR_SYSTEM,i_hose_reel_auto_mode_test,I. Hose Reel Auto Mode Test,hose_reel_system_q0052,Confirm system restored after test,status,Pass / Fail / N/A,True,False,52
